approach,system,steps,min_total_core,max_total_core,resources,classes,sla
BNV2-2.0,system_229,133,648.5,682.0,30,40,300.0
BNV2-4.0,system_229,41,656.4,690.0,30,40,300.0
BNV2-1.0,system_229,205,651.8,686.0,30,40,300.0
AMPL,system_229,0,569.53,0,30,40,300.0
BNV1-4.0,system_230,59,1010.0,1010.0,30,40,300.0
BNV1-2.0,system_230,121,992.0,992.0,30,40,300.0
BNV1-1.0,system_230,244,988.0,988.0,30,40,300.0
BNV1-0.5,system_230,493,987.3,987.4,30,40,300.0
BNV2-2.0,system_230,146,946.3,990.0,30,40,300.0
BNV2-4.0,system_230,102,947.1,1002.0,30,40,300.0
BNV2-1.0,system_230,274,950.2,989.0,30,40,300.0
AMPL,system_230,0,828.45,0,30,40,300.0
BNV1-4.0,system_231,123,1406.0,1406.0,30,40,300.0
BNV1-2.0,system_231,239,1406.0,1406.0,30,40,300.0
BNV1-1.0,system_231,478,1401.0,1401.0,30,40,300.0
BNV1-0.5,system_231,25000,100000.0,100000.0,30,40,300.0
BNV2-2.0,system_231,300,1342.1,1400.0,30,40,300.0
BNV2-4.0,system_231,184,1335.8,1394.0,30,40,300.0
BNV2-1.0,system_231,552,1346.8,1401.0,30,40,300.0
AMPL,system_231,0,1143.73,0,30,40,300.0
BNV1-4.0,system_232,19,696.0,696.0,40,90,1000.0
BNV1-2.0,system_232,55,490.0,490.0,40,90,1000.0
BNV1-1.0,system_232,115,445.0,445.0,40,90,1000.0
BNV1-0.5,system_232,229,438.8,438.8,40,90,1000.0
BNV2-2.0,system_232,89,414.6,448.0,40,90,1000.0
BNV2-4.0,system_232,48,420.0,480.0,40,90,1000.0
BNV2-1.0,system_232,157,413.8,440.0,40,90,1000.0
AMPL,system_232,0,373.59,0,40,90,1000.0
BNV1-4.0,system_233,11,788.0,788.0,40,90,1000.0
BNV1-2.0,system_233,42,624.0,624.0,40,90,1000.0
BNV1-1.0,system_233,89,588.0,588.0,40,90,1000.0
BNV1-0.5,system_233,186,587.5,587.5,40,90,1000.0
BNV2-2.0,system_233,73,558.1,594.0,40,90,1000.0
BNV2-4.0,system_233,46,553.7,604.0,40,90,1000.0
BNV2-1.0,system_233,132,551.6,588.0,40,90,1000.0
AMPL,system_233,0,489.65,0,40,90,1000.0
BNV1-4.0,system_234,7,660.0,660.0,40,90,1000.0
BNV1-2.0,system_234,22,458.0,458.0,40,90,1000.0
BNV1-1.0,system_234,43,408.0,408.0,40,90,1000.0
BNV1-0.5,system_234,92,412.8,412.8,40,90,1000.0
BNV2-2.0,system_234,30,396.5,418.0,40,90,1000.0
BNV2-4.0,system_234,26,411.5,448.0,40,90,1000.0
BNV2-1.0,system_234,59,399.7,414.0,40,90,1000.0
AMPL,system_234,0,364.85,0,40,90,1000.0
BNV1-4.0,system_235,12,756.0,756.0,40,90,1000.0
BNV1-2.0,system_235,26,624.0,624.0,40,90,1000.0
BNV1-1.0,system_235,65,627.0,627.0,40,90,1000.0
BNV1-0.5,system_235,136,624.6,624.6,40,90,1000.0
BNV2-2.0,system_235,56,593.1,628.0,40,90,1000.0
BNV2-4.0,system_235,36,594.8,652.0,40,90,1000.0
BNV2-1.0,system_235,89,595.8,626.0,40,90,1000.0
AMPL,system_235,0,523.88,0,40,90,1000.0
BNV1-4.0,system_236,12,760.0,760.0,40,90,1000.0
BNV1-2.0,system_236,36,544.0,544.0,40,90,1000.0
BNV1-1.0,system_236,80,497.0,497.0,40,90,1000.0
BNV1-0.5,system_236,159,498.1,498.1,40,90,1000.0
BNV2-2.0,system_236,57,482.6,506.0,40,90,1000.0
BNV2-4.0,system_236,41,484.2,532.0,40,90,1000.0
BNV2-1.0,system_236,106,482.4,500.0,40,90,1000.0
AMPL,system_236,0,431.96,0,40,90,1000.0
BNV1-4.0,system_237,40,916.0,916.0,40,90,1000.0
BNV1-2.0,system_237,87,734.0,734.0,40,90,1000.0
BNV1-1.0,system_237,181,730.0,730.0,40,90,1000.0
BNV1-0.5,system_237,365,733.2,733.2,40,90,1000.0
BNV2-2.0,system_237,123,690.1,740.0,40,90,1000.0
BNV2-4.0,system_237,75,681.0,748.0,40,90,1000.0
BNV2-1.0,system_237,216,689.4,734.0,40,90,1000.0
AMPL,system_237,0,611.12,0,40,90,1000.0
BNV1-4.0,system_238,11,708.0,708.0,40,90,1000.0
BNV1-2.0,system_238,27,504.0,504.0,40,90,1000.0
BNV1-1.0,system_238,80,481.0,481.0,40,90,1000.0
BNV1-0.5,system_238,165,481.8,481.8,40,90,1000.0
BNV2-2.0,system_238,61,451.3,482.0,40,90,1000.0
BNV2-4.0,system_238,35,446.1,512.0,40,90,1000.0
BNV2-1.0,system_238,103,458.2,483.0,40,90,1000.0
AMPL,system_238,0,392.58,0,40,90,1000.0
BNV1-4.0,system_239,8,684.0,684.0,40,90,1000.0
BNV1-2.0,system_239,21,458.0,458.0,40,90,1000.0
BNV1-1.0,system_239,44,428.0,428.0,40,90,1000.0
BNV1-0.5,system_239,89,426.7,426.7,40,90,1000.0
BNV2-2.0,system_239,33,419.8,434.0,40,90,1000.0
BNV2-4.0,system_239,26,424.2,456.0,40,90,1000.0
BNV2-1.0,system_239,58,420.2,428.0,40,90,1000.0
AMPL,system_239,0,377.15,0,40,90,1000.0
BNV1-4.0,system_240,10,708.0,708.0,40,90,1000.0
BNV1-2.0,system_240,26,542.0,542.0,40,90,1000.0
BNV1-1.0,system_240,55,506.0,506.0,40,90,1000.0
BNV1-0.5,system_240,113,498.0,498.0,40,90,1000.0
BNV2-2.0,system_240,53,468.7,512.0,40,90,1000.0
BNV2-4.0,system_240,29,477.4,532.0,40,90,1000.0
BNV2-1.0,system_240,82,475.5,504.0,40,90,1000.0
AMPL,system_240,0,413.43,0,40,90,1000.0
BNV1-4.0,system_241,11,760.0,760.0,40,90,1000.0
BNV1-2.0,system_241,27,556.0,556.0,40,90,1000.0
BNV1-1.0,system_241,67,514.0,514.0,40,90,1000.0
BNV1-0.5,system_241,133,509.9,509.9,40,90,1000.0
BNV2-2.0,system_241,44,487.4,518.0,40,90,1000.0
BNV2-4.0,system_241,39,492.0,552.0,40,90,1000.0
BNV2-1.0,system_241,88,488.7,512.0,40,90,1000.0
AMPL,system_241,0,437.03,0,40,90,1000.0
BNV1-4.0,system_242,9,748.0,748.0,40,90,1000.0
BNV1-2.0,system_242,31,646.0,646.0,40,90,1000.0
BNV1-1.0,system_242,70,644.0,644.0,40,90,1000.0
BNV1-0.5,system_242,152,644.6,644.6,40,90,1000.0
BNV2-2.0,system_242,50,607.0,646.0,40,90,1000.0
BNV2-4.0,system_242,34,609.3,660.0,40,90,1000.0
BNV2-1.0,system_242,92,609.5,641.0,40,90,1000.0
AMPL,system_242,0,523.18,0,40,90,1000.0
BNV1-4.0,system_243,6,744.0,744.0,40,90,1000.0
BNV1-2.0,system_243,25,570.0,570.0,40,90,1000.0
BNV1-1.0,system_243,52,547.0,547.0,40,90,1000.0
BNV1-0.5,system_243,111,550.8,550.8,40,90,1000.0
BNV2-2.0,system_243,40,537.2,560.0,40,90,1000.0
BNV2-4.0,system_243,30,529.7,592.0,40,90,1000.0
BNV2-1.0,system_243,79,535.2,553.0,40,90,1000.0
AMPL,system_243,0,472.11,0,40,90,1000.0
BNV1-4.0,system_244,51,1000.0,1000.0,40,90,1000.0
BNV1-2.0,system_244,99,806.0,806.0,40,90,1000.0
BNV1-1.0,system_244,196,769.0,769.0,40,90,1000.0
BNV1-0.5,system_244,400,773.8,773.8,40,90,1000.0
BNV2-2.0,system_244,120,737.8,776.0,40,90,1000.0
BNV2-4.0,system_244,71,735.8,800.0,40,90,1000.0
BNV2-1.0,system_244,216,744.1,770.0,40,90,1000.0
AMPL,system_244,0,672.31,0,40,90,1000.0
BNV1-4.0,system_245,5,668.0,668.0,40,90,1000.0
BNV1-2.0,system_245,21,464.0,464.0,40,90,1000.0
BNV1-1.0,system_245,55,413.0,413.0,40,90,1000.0
BNV1-0.5,system_245,113,413.9,413.9,40,90,1000.0
BNV2-2.0,system_245,39,392.1,420.0,40,90,1000.0
BNV2-4.0,system_245,21,392.9,444.0,40,90,1000.0
BNV2-1.0,system_245,71,395.1,415.0,40,90,1000.0
AMPL,system_245,0,350.89,0,40,90,1000.0
BNV1-4.0,system_246,19,768.0,768.0,40,90,1000.0
BNV1-2.0,system_246,42,576.0,576.0,40,90,1000.0
BNV1-1.0,system_246,85,525.0,525.0,40,90,1000.0
BNV1-0.5,system_246,170,518.9,518.9,40,90,1000.0
BNV2-2.0,system_246,54,495.4,524.0,40,90,1000.0
BNV2-4.0,system_246,38,495.4,540.0,40,90,1000.0
BNV2-1.0,system_246,108,494.8,522.0,40,90,1000.0
AMPL,system_246,0,433.43,0,40,90,1000.0
BNV1-4.0,system_247,18,640.0,640.0,40,90,1000.0
BNV1-2.0,system_247,40,466.0,466.0,40,90,1000.0
BNV1-1.0,system_247,89,413.0,413.0,40,90,1000.0
BNV1-0.5,system_247,187,413.7,413.7,40,90,1000.0
BNV2-2.0,system_247,58,391.8,424.0,40,90,1000.0
BNV2-4.0,system_247,42,403.1,464.0,40,90,1000.0
BNV2-1.0,system_247,104,390.4,416.0,40,90,1000.0
AMPL,system_247,0,343.80,0,40,90,1000.0
BNV1-4.0,system_248,28,792.0,792.0,40,90,1000.0
BNV1-2.0,system_248,59,622.0,622.0,40,90,1000.0
BNV1-1.0,system_248,127,598.0,598.0,40,90,1000.0
BNV1-0.5,system_248,260,593.4,593.4,40,90,1000.0
BNV2-2.0,system_248,77,573.1,598.0,40,90,1000.0
BNV2-4.0,system_248,52,564.6,624.0,40,90,1000.0
BNV2-1.0,system_248,168,562.8,599.0,40,90,1000.0
AMPL,system_248,0,503.29,0,40,90,1000.0
BNV1-4.0,system_249,31,1036.0,1036.0,40,90,1000.0
BNV1-2.0,system_249,69,972.0,972.0,40,90,1000.0
BNV1-1.0,system_249,145,968.0,968.0,40,90,1000.0
BNV1-0.5,system_249,294,971.8,971.8,40,90,1000.0
BNV2-2.0,system_249,94,913.5,970.0,40,90,1000.0
BNV2-4.0,system_249,48,908.3,980.0,40,90,1000.0
BNV2-1.0,system_249,178,913.5,970.0,40,90,1000.0
AMPL,system_249,0,10073810735.74,0,40,90,1000.0
BNV1-4.0,system_250,7,780.0,780.0,40,90,1000.0
BNV1-2.0,system_250,17,618.0,618.0,40,90,1000.0
BNV1-1.0,system_250,39,597.0,597.0,40,90,1000.0
BNV1-0.5,system_250,80,595.0,595.0,40,90,1000.0
BNV2-2.0,system_250,46,568.3,604.0,40,90,1000.0
BNV2-4.0,system_250,27,573.6,632.0,40,90,1000.0
BNV2-1.0,system_250,85,562.3,599.0,40,90,1000.0
AMPL,system_250,0,513.53,0,40,90,1000.0
BNV1-4.0,system_251,13,690.0,690.0,30,90,600.0
BNV1-2.0,system_251,28,502.0,502.0,30,90,600.0
BNV1-1.0,system_251,68,496.0,496.0,30,90,600.0
BNV1-0.5,system_251,136,489.3,489.3,30,90,600.0
BNV2-2.0,system_251,69,470.6,496.0,30,90,600.0
BNV2-4.0,system_251,30,476.9,506.0,30,90,600.0
BNV2-1.0,system_251,101,470.4,494.0,30,90,600.0
AMPL,system_251,0,408.21,0,30,90,600.0
BNV1-4.0,system_252,12,782.0,782.0,30,90,600.0
BNV1-2.0,system_252,33,576.0,576.0,30,90,600.0
BNV1-1.0,system_252,74,538.0,538.0,30,90,600.0
BNV1-0.5,system_252,153,536.9,536.9,30,90,600.0
BNV2-2.0,system_252,62,526.9,540.0,30,90,600.0
BNV2-4.0,system_252,30,531.6,546.0,30,90,600.0
BNV2-1.0,system_252,108,524.0,536.0,30,90,600.0
AMPL,system_252,0,475.21,0,30,90,600.0
BNV1-4.0,system_253,10,650.0,650.0,30,90,600.0
BNV1-2.0,system_253,23,476.0,476.0,30,90,600.0
BNV1-1.0,system_253,66,452.0,452.0,30,90,600.0
BNV1-0.5,system_253,139,453.8,453.8,30,90,600.0
BNV2-2.0,system_253,65,417.2,448.0,30,90,600.0
BNV2-4.0,system_253,26,419.3,450.0,30,90,600.0
BNV2-1.0,system_253,99,425.0,452.0,30,90,600.0
AMPL,system_253,0,361.39,0,30,90,600.0
BNV1-4.0,system_254,30,1050.0,1050.0,30,90,600.0
BNV1-2.0,system_254,65,936.0,936.0,30,90,600.0
BNV1-1.0,system_254,130,924.0,924.0,30,90,600.0
BNV1-0.5,system_254,264,924.9,924.9,30,90,600.0
BNV2-2.0,system_254,127,870.0,926.0,30,90,600.0
BNV2-4.0,system_254,72,875.9,926.0,30,90,600.0
BNV2-1.0,system_254,200,872.2,930.0,30,90,600.0
AMPL,system_254,0,796.79,0,30,90,600.0
BNV1-4.0,system_255,9,698.0,698.0,30,90,600.0
BNV1-2.0,system_255,25,502.0,502.0,30,90,600.0
BNV1-1.0,system_255,56,464.0,464.0,30,90,600.0
BNV1-0.5,system_255,116,462.5,462.5,30,90,600.0
BNV2-2.0,system_255,33,457.0,460.0,30,90,600.0
BNV2-4.0,system_255,18,461.0,474.0,30,90,600.0
BNV2-1.0,system_255,63,458.4,462.0,30,90,600.0
AMPL,system_255,0,417.22,0,30,90,600.0
BNV1-4.0,system_256,10,698.0,698.0,30,90,600.0
BNV1-2.0,system_256,30,598.0,598.0,30,90,600.0
BNV1-1.0,system_256,66,590.0,590.0,30,90,600.0
BNV1-0.5,system_256,136,591.3,591.3,30,90,600.0
BNV2-2.0,system_256,76,559.4,602.0,30,90,600.0
BNV2-4.0,system_256,41,576.4,614.0,30,90,600.0
BNV2-1.0,system_256,150,553.8,591.0,30,90,600.0
AMPL,system_256,0,501.48,0,30,90,600.0
BNV1-4.0,system_257,27,1014.0,1014.0,30,90,600.0
BNV1-2.0,system_257,63,870.0,870.0,30,90,600.0
BNV1-1.0,system_257,124,860.0,860.0,30,90,600.0
BNV1-0.5,system_257,253,856.2,856.1,30,90,600.0
BNV2-2.0,system_257,128,813.0,852.0,30,90,600.0
BNV2-4.0,system_257,67,815.1,866.0,30,90,600.0
BNV2-1.0,system_257,211,814.3,860.0,30,90,600.0
AMPL,system_257,0,689.98,0,30,90,600.0
BNV1-4.0,system_258,7,742.0,742.0,30,90,600.0
BNV1-2.0,system_258,25,544.0,544.0,30,90,600.0
BNV1-1.0,system_258,54,499.0,499.0,30,90,600.0
BNV1-0.5,system_258,105,499.9,499.9,30,90,600.0
BNV2-2.0,system_258,41,486.3,512.0,30,90,600.0
BNV2-4.0,system_258,24,474.7,506.0,30,90,600.0
BNV2-1.0,system_258,75,484.3,502.0,30,90,600.0
AMPL,system_258,0,422.36,0,30,90,600.0
BNV1-4.0,system_259,13,686.0,686.0,30,90,600.0
BNV1-2.0,system_259,44,582.0,582.0,30,90,600.0
BNV1-1.0,system_259,93,560.0,560.0,30,90,600.0
BNV1-0.5,system_259,188,560.4,560.4,30,90,600.0
BNV2-2.0,system_259,82,534.2,564.0,30,90,600.0
BNV2-4.0,system_259,41,541.5,570.0,30,90,600.0
BNV2-1.0,system_259,134,532.6,558.0,30,90,600.0
AMPL,system_259,0,497.40,0,30,90,600.0
BNV1-4.0,system_260,22,802.0,802.0,30,90,600.0
BNV1-2.0,system_260,59,658.0,658.0,30,90,600.0
BNV1-1.0,system_260,139,657.0,657.0,30,90,600.0
BNV1-0.5,system_260,285,653.3,653.3,30,90,600.0
BNV2-2.0,system_260,102,632.6,654.0,30,90,600.0
BNV2-4.0,system_260,55,640.3,670.0,30,90,600.0
BNV2-1.0,system_260,174,640.6,657.0,30,90,600.0
AMPL,system_260,0,556.44,0,30,90,600.0
BNV1-4.0,system_261,24,826.0,826.0,30,90,600.0
BNV1-2.0,system_261,69,726.0,726.0,30,90,600.0
BNV1-1.0,system_261,161,727.0,727.0,30,90,600.0
BNV1-0.5,system_261,327,726.9,726.9,30,90,600.0
BNV2-2.0,system_261,125,679.1,732.0,30,90,600.0
BNV2-4.0,system_261,68,667.7,718.0,30,90,600.0
BNV2-1.0,system_261,210,679.1,721.0,30,90,600.0
AMPL,system_261,0,589.93,0,30,90,600.0
BNV1-4.0,system_262,33,798.0,798.0,30,90,600.0
BNV1-2.0,system_262,81,660.0,660.0,30,90,600.0
BNV1-1.0,system_262,164,650.0,650.0,30,90,600.0
BNV1-0.5,system_262,324,647.0,647.0,30,90,600.0
BNV2-2.0,system_262,104,617.4,650.0,30,90,600.0
BNV2-4.0,system_262,47,595.5,622.0,30,90,600.0
BNV2-1.0,system_262,188,618.8,647.0,30,90,600.0
AMPL,system_262,0,548.57,0,30,90,600.0
BNV1-4.0,system_263,10,674.0,674.0,30,90,600.0
BNV1-2.0,system_263,25,484.0,484.0,30,90,600.0
BNV1-1.0,system_263,64,478.0,478.0,30,90,600.0
BNV1-0.5,system_263,131,481.2,481.2,30,90,600.0
BNV2-2.0,system_263,51,460.6,476.0,30,90,600.0
BNV2-4.0,system_263,33,470.0,502.0,30,90,600.0
BNV2-1.0,system_263,90,462.3,480.0,30,90,600.0
AMPL,system_263,0,417.87,0,30,90,600.0
BNV1-4.0,system_264,5,154.0,154.0,10,25,450.0
BNV1-2.0,system_264,12,106.0,106.0,10,25,450.0
BNV1-1.0,system_264,21,86.0,86.0,10,25,450.0
BNV1-0.5,system_264,43,81.5,81.4,10,25,450.0
BNV2-2.0,system_264,15,79.0,82.0,10,25,450.0
BNV2-4.0,system_264,12,89.7,102.0,10,25,450.0
BNV2-1.0,system_264,29,76.9,81.0,10,25,450.0
AMPL,system_264,0,75.37,0,10,25,450.0
BNV1-4.0,system_265,13,186.0,186.0,10,25,450.0
BNV1-2.0,system_265,31,136.0,136.0,10,25,450.0
BNV1-1.0,system_265,58,114.0,114.0,10,25,450.0
BNV1-0.5,system_265,112,107.2,107.2,10,25,450.0
BNV2-2.0,system_265,36,104.4,112.0,10,25,450.0
BNV2-4.0,system_265,28,106.1,126.0,10,25,450.0
BNV2-1.0,system_265,61,105.9,108.0,10,25,450.0
AMPL,system_265,0,89.82,0,10,25,450.0
BNV1-4.0,system_266,3,162.0,162.0,10,25,450.0
BNV1-2.0,system_266,4,88.0,88.0,10,25,450.0
BNV1-1.0,system_266,8,55.0,55.0,10,25,450.0
BNV1-0.5,system_266,16,45.1,45.1,10,25,450.0
BNV2-2.0,system_266,11,42.9,48.0,10,25,450.0
BNV2-4.0,system_266,6,59.5,74.0,10,25,450.0
BNV2-1.0,system_266,18,41.1,44.0,10,25,450.0
AMPL,system_266,0,38.54,0,10,25,450.0
BNV1-4.0,system_267,3,162.0,162.0,10,25,450.0
BNV1-2.0,system_267,3,88.0,88.0,10,25,450.0
BNV1-1.0,system_267,4,54.0,54.0,10,25,450.0
BNV1-0.5,system_267,9,43.1,43.1,10,25,450.0
BNV2-2.0,system_267,13,44.4,52.0,10,25,450.0
BNV2-4.0,system_267,6,53.0,70.0,10,25,450.0
BNV2-1.0,system_267,10,42.6,45.0,10,25,450.0
AMPL,system_267,0,39.04,0,10,25,450.0
BNV1-4.0,system_268,4,170.0,170.0,10,25,450.0
BNV1-2.0,system_268,6,110.0,110.0,10,25,450.0
BNV1-1.0,system_268,14,90.0,90.0,10,25,450.0
BNV1-0.5,system_268,35,90.0,90.0,10,25,450.0
BNV2-2.0,system_268,17,89.8,94.0,10,25,450.0
BNV2-4.0,system_268,12,93.8,106.0,10,25,450.0
BNV2-1.0,system_268,33,87.8,92.0,10,25,450.0
AMPL,system_268,0,82.70,0,10,25,450.0
BNV1-4.0,system_269,4,182.0,182.0,10,25,450.0
BNV1-2.0,system_269,20,134.0,134.0,10,25,450.0
BNV1-1.0,system_269,47,127.0,127.0,10,25,450.0
BNV1-0.5,system_269,100,128.9,128.9,10,25,450.0
BNV2-2.0,system_269,33,122.8,128.0,10,25,450.0
BNV2-4.0,system_269,29,118.3,130.0,10,25,450.0
BNV2-1.0,system_269,66,121.9,127.0,10,25,450.0
AMPL,system_269,0,102.23,0,10,25,450.0
BNV1-4.0,system_270,5,150.0,150.0,10,25,450.0
BNV1-2.0,system_270,21,146.0,146.0,10,25,450.0
BNV1-1.0,system_270,49,148.0,148.0,10,25,450.0
BNV1-0.5,system_270,98,146.1,146.1,10,25,450.0
BNV2-2.0,system_270,26,146.0,146.0,10,25,450.0
BNV2-4.0,system_270,12,146.0,146.0,10,25,450.0
BNV2-1.0,system_270,52,148.0,148.0,10,25,450.0
AMPL,system_270,0,137.91,0,10,25,450.0
BNV1-4.0,system_271,5,190.0,190.0,10,25,450.0
BNV1-2.0,system_271,10,112.0,112.0,10,25,450.0
BNV1-1.0,system_271,23,77.0,77.0,10,25,450.0
BNV1-0.5,system_271,52,61.9,61.9,10,25,450.0
BNV2-2.0,system_271,24,53.1,64.0,10,25,450.0
BNV2-4.0,system_271,10,70.7,86.0,10,25,450.0
BNV2-1.0,system_271,38,55.1,62.0,10,25,450.0
AMPL,system_271,0,48.23,0,10,25,450.0
BNV1-4.0,system_272,4,170.0,170.0,10,25,450.0
BNV1-2.0,system_272,5,108.0,108.0,10,25,450.0
BNV1-1.0,system_272,13,75.0,75.0,10,25,450.0
BNV1-0.5,system_272,26,70.0,70.0,10,25,450.0
BNV2-2.0,system_272,15,72.3,76.0,10,25,450.0
BNV2-4.0,system_272,8,74.3,86.0,10,25,450.0
BNV2-1.0,system_272,26,68.5,71.0,10,25,450.0
AMPL,system_272,0,62.42,0,10,25,450.0
BNV1-4.0,system_273,4,158.0,158.0,10,25,450.0
BNV1-2.0,system_273,7,96.0,96.0,10,25,450.0
BNV1-1.0,system_273,20,80.0,80.0,10,25,450.0
BNV1-0.5,system_273,45,78.5,78.5,10,25,450.0
BNV2-2.0,system_273,17,74.8,80.0,10,25,450.0
BNV2-4.0,system_273,10,79.7,94.0,10,25,450.0
BNV2-1.0,system_273,40,73.5,80.0,10,25,450.0
AMPL,system_273,0,66.20,0,10,25,450.0
BNV1-4.0,system_274,6,194.0,194.0,10,25,450.0
BNV1-2.0,system_274,10,116.0,116.0,10,25,450.0
BNV1-1.0,system_274,27,91.0,91.0,10,25,450.0
BNV1-0.5,system_274,63,89.8,89.8,10,25,450.0
BNV2-2.0,system_274,28,81.9,88.0,10,25,450.0
BNV2-4.0,system_274,15,83.3,94.0,10,25,450.0
BNV2-1.0,system_274,48,83.8,91.0,10,25,450.0
AMPL,system_274,0,65.84,0,10,25,450.0
BNV1-4.0,system_275,5,146.0,146.0,10,25,450.0
BNV1-2.0,system_275,16,110.0,110.0,10,25,450.0
BNV1-1.0,system_275,37,91.0,91.0,10,25,450.0
BNV1-0.5,system_275,82,86.7,86.7,10,25,450.0
BNV2-2.0,system_275,31,82.0,92.0,10,25,450.0
BNV2-4.0,system_275,17,82.6,102.0,10,25,450.0
BNV2-1.0,system_275,52,79.6,86.0,10,25,450.0
AMPL,system_275,0,75.28,0,10,25,450.0
BNV1-4.0,system_276,6,150.0,150.0,10,25,450.0
BNV1-2.0,system_276,7,92.0,92.0,10,25,450.0
BNV1-1.0,system_276,17,71.0,71.0,10,25,450.0
BNV1-0.5,system_276,47,69.5,69.5,10,25,450.0
BNV2-2.0,system_276,17,67.6,72.0,10,25,450.0
BNV2-4.0,system_276,15,74.8,90.0,10,25,450.0
BNV2-1.0,system_276,33,68.2,72.0,10,25,450.0
AMPL,system_276,0,54.90,0,10,25,450.0
BNV1-4.0,system_277,4,162.0,162.0,10,25,450.0
BNV1-2.0,system_277,13,110.0,110.0,10,25,450.0
BNV1-1.0,system_277,37,93.0,93.0,10,25,450.0
BNV1-0.5,system_277,90,91.8,91.8,10,25,450.0
BNV2-2.0,system_277,30,90.1,96.0,10,25,450.0
BNV2-4.0,system_277,20,90.2,102.0,10,25,450.0
BNV2-1.0,system_277,56,88.9,93.0,10,25,450.0
AMPL,system_277,0,77.77,0,10,25,450.0
BNV1-4.0,system_278,4,186.0,186.0,10,25,450.0
BNV1-2.0,system_278,8,110.0,110.0,10,25,450.0
BNV1-1.0,system_278,16,96.0,96.0,10,25,450.0
BNV1-0.5,system_278,36,95.4,95.4,10,25,450.0
BNV2-2.0,system_278,15,93.1,96.0,10,25,450.0
BNV2-4.0,system_278,15,99.5,106.0,10,25,450.0
BNV2-1.0,system_278,34,92.0,96.0,10,25,450.0
AMPL,system_278,0,84.32,0,10,25,450.0
BNV1-4.0,system_279,4,158.0,158.0,10,25,450.0
BNV1-2.0,system_279,4,84.0,84.0,10,25,450.0
BNV1-1.0,system_279,10,60.0,60.0,10,25,450.0
BNV1-0.5,system_279,26,54.6,54.6,10,25,450.0
BNV2-2.0,system_279,16,55.3,60.0,10,25,450.0
BNV2-4.0,system_279,6,66.5,78.0,10,25,450.0
BNV2-1.0,system_279,24,53.5,55.0,10,25,450.0
AMPL,system_279,0,51.26,0,10,25,450.0
BNV1-4.0,system_280,4,190.0,190.0,10,25,450.0
BNV1-2.0,system_280,12,124.0,124.0,10,25,450.0
BNV1-1.0,system_280,38,100.0,100.0,10,25,450.0
BNV1-0.5,system_280,77,99.6,99.7,10,25,450.0
BNV2-2.0,system_280,30,92.9,102.0,10,25,450.0
BNV2-4.0,system_280,20,93.5,110.0,10,25,450.0
BNV2-1.0,system_280,52,94.5,102.0,10,25,450.0
AMPL,system_280,0,86.08,0,10,25,450.0
BNV1-4.0,system_281,4,162.0,162.0,10,25,450.0
BNV1-2.0,system_281,7,100.0,100.0,10,25,450.0
BNV1-1.0,system_281,26,88.0,88.0,10,25,450.0
BNV1-0.5,system_281,59,84.6,84.6,10,25,450.0
BNV2-2.0,system_281,26,84.7,88.0,10,25,450.0
BNV2-4.0,system_281,10,90.1,94.0,10,25,450.0
BNV2-1.0,system_281,43,83.7,87.0,10,25,450.0
AMPL,system_281,0,77.64,0,10,25,450.0
BNV1-4.0,system_282,11,206.0,206.0,10,25,450.0
BNV1-2.0,system_282,35,160.0,160.0,10,25,450.0
BNV1-1.0,system_282,82,157.0,157.0,10,25,450.0
BNV1-0.5,system_282,167,157.5,157.5,10,25,450.0
BNV2-2.0,system_282,49,149.7,158.0,10,25,450.0
BNV2-4.0,system_282,24,146.8,158.0,10,25,450.0
BNV2-1.0,system_282,97,150.6,158.0,10,25,450.0
AMPL,system_282,0,135.09,0,10,25,450.0
BNV1-4.0,system_283,3,118.0,118.0,10,25,450.0
BNV1-2.0,system_283,5,78.0,78.0,10,25,450.0
BNV1-1.0,system_283,7,56.0,56.0,10,25,450.0
BNV1-0.5,system_283,21,55.0,55.0,10,25,450.0
BNV2-2.0,system_283,12,56.2,64.0,10,25,450.0
BNV2-4.0,system_283,7,63.0,70.0,10,25,450.0
BNV2-1.0,system_283,15,52.9,56.0,10,25,450.0
AMPL,system_283,0,49.06,0,10,25,450.0
BNV1-4.0,system_284,4,158.0,158.0,10,25,450.0
BNV1-2.0,system_284,7,104.0,104.0,10,25,450.0
BNV1-1.0,system_284,26,94.0,94.0,10,25,450.0
BNV1-0.5,system_284,56,94.8,94.8,10,25,450.0
BNV2-2.0,system_284,29,86.1,96.0,10,25,450.0
BNV2-4.0,system_284,16,88.1,106.0,10,25,450.0
BNV2-1.0,system_284,47,83.4,92.0,10,25,450.0
AMPL,system_284,0,77.40,0,10,25,450.0
BNV1-4.0,system_285,4,170.0,170.0,10,25,450.0
BNV1-2.0,system_285,7,110.0,110.0,10,25,450.0
BNV1-1.0,system_285,11,81.0,81.0,10,25,450.0
BNV1-0.5,system_285,23,78.0,78.0,10,25,450.0
BNV2-2.0,system_285,15,77.7,80.0,10,25,450.0
BNV2-4.0,system_285,6,84.0,86.0,10,25,450.0
BNV2-1.0,system_285,20,76.9,78.0,10,25,450.0
AMPL,system_285,0,72.23,0,10,25,450.0
BNV1-4.0,system_286,3,166.0,166.0,10,25,450.0
BNV1-2.0,system_286,4,98.0,98.0,10,25,450.0
BNV1-1.0,system_286,14,77.0,77.0,10,25,450.0
